# Dimensionless graviational wave background energy density Omega_GW(f)
# f [Hz]                   Omega_GW(f)
8.826927893623907062e-01   1.000000000000000082e-05
8.941641355269565050e-01   1.000000000000000082e-05
9.057845616255754129e-01   1.000000000000000082e-05
9.175560050792272992e-01   1.000000000000000082e-05
9.294804284873340317e-01   1.000000000000000082e-05
9.415598199549681802e-01   1.000000000000000082e-05
9.537961934243286422e-01   1.000000000000000082e-05
9.661915890105087223e-01   1.000000000000000082e-05
9.787480733416390466e-01   1.000000000000000082e-05
9.914677399034492744e-01   1.000000000000000082e-05
1.004352709388298903e+00   1.000000000000000082e-05
1.017405130048758766e+00   1.000000000000000082e-05
1.030627178055772530e+00   1.000000000000000082e-05
1.044021057861482138e+00   1.000000000000000082e-05
1.057589002566770020e+00   1.000000000000000082e-05
1.071333274293566173e+00   1.000000000000000082e-05
1.085256164562010017e+00   1.000000000000000082e-05
1.099359994672497898e+00   1.000000000000000082e-05
1.113647116092705724e+00   1.000000000000000082e-05
1.128119910849642471e+00   1.000000000000000082e-05
1.142780791926787387e+00   1.000000000000000082e-05
1.157632203666399739e+00   1.000000000000000082e-05
1.172676622177055927e+00   1.000000000000000082e-05
1.187916555746472369e+00   1.000000000000000082e-05
1.203354545259709418e+00   1.000000000000000082e-05
1.218993164622793834e+00   1.000000000000000082e-05
1.234835021191858395e+00   1.000000000000000082e-05
1.250882756207857494e+00   1.000000000000000082e-05
1.267139045236921113e+00   1.000000000000000082e-05
1.283606598616449546e+00   1.000000000000000082e-05
1.300288161906987483e+00   1.000000000000000082e-05
1.317186516349981629e+00   1.000000000000000082e-05
1.334304479331489324e+00   1.000000000000000082e-05
1.351644904851898810e+00   1.000000000000000082e-05
1.369210684001774592e+00   1.000000000000000082e-05
1.387004745443866982e+00   1.000000000000000082e-05
1.405030055901397734e+00   1.000000000000000082e-05
1.423289620652693044e+00   1.000000000000000082e-05
1.441786484032230975e+00   1.000000000000000082e-05
1.460523729938219217e+00   1.000000000000000082e-05
1.479504482346751360e+00   1.000000000000000082e-05
1.498731905832655809e+00   1.000000000000000082e-05
1.518209206097116848e+00   1.000000000000000082e-05
1.537939630502134891e+00   1.000000000000000082e-05
1.557926468611958049e+00   1.000000000000000082e-05
1.578173052741524529e+00   1.000000000000000082e-05
1.598682758512048885e+00   1.000000000000000082e-05
1.619459005413829811e+00   1.000000000000000082e-05
1.640505257376353887e+00   1.000000000000000082e-05
1.661825023345834484e+00   1.000000000000000082e-05
1.683421857870231131e+00   1.000000000000000082e-05
1.705299361691887672e+00   1.000000000000000082e-05
1.727461182347872937e+00   1.000000000000000082e-05
1.749911014778106289e+00   1.000000000000000082e-05
1.772652601941412165e+00   1.000000000000000082e-05
1.795689735439553347e+00   1.000000000000000082e-05
1.819026256149394838e+00   1.000000000000000082e-05
1.842666054863278946e+00   1.000000000000000082e-05
1.866613072937708395e+00   1.000000000000000082e-05
1.890871302950485111e+00   1.000000000000000082e-05
1.915444789366361311e+00   1.000000000000000082e-05
1.940337629211360548e+00   1.000000000000000082e-05
1.965553972755861967e+00   1.000000000000000082e-05
1.991098024206543249e+00   1.000000000000000082e-05
2.016974042407343237e+00   1.000000000000000082e-05
2.043186341549507290e+00   1.000000000000000082e-05
2.069739291890877908e+00   1.000000000000000082e-05
2.096637320484533884e+00   1.000000000000000082e-05
2.123884911916879226e+00   1.000000000000000082e-05
2.151486609055354826e+00   1.000000000000000082e-05
2.179447013805833944e+00   1.000000000000000082e-05
2.207770787879884455e+00   1.000000000000000082e-05
2.236462653572002246e+00   1.000000000000000082e-05
2.265527394546920092e+00   1.000000000000000082e-05
2.294969856637187444e+00   1.000000000000000082e-05
2.324794948651075721e+00   1.000000000000000082e-05
2.355007643191009858e+00   1.000000000000000082e-05
2.385612977482634456e+00   1.000000000000000082e-05
2.416616054214632658e+00   1.000000000000000082e-05
2.448022042389482955e+00   1.000000000000000082e-05
2.479836178185269802e+00   1.000000000000000082e-05
2.512063765828671080e+00   1.000000000000000082e-05
2.544710178479327567e+00   1.000000000000000082e-05
2.577780859125667234e+00   1.000000000000000082e-05
2.611281321492398444e+00   1.000000000000000082e-05
2.645217150959796815e+00   1.000000000000000082e-05
2.679594005494909670e+00   1.000000000000000082e-05
2.714417616594906768e+00   1.000000000000000082e-05
2.749693790242647040e+00   1.000000000000000082e-05
2.785428407874691370e+00   1.000000000000000082e-05
2.821627427361897755e+00   1.000000000000000082e-05
2.858296884002729854e+00   1.000000000000000082e-05
2.895442891529515617e+00   1.000000000000000082e-05
2.933071643127745709e+00   1.000000000000000082e-05
2.971189412468641766e+00   1.000000000000000082e-05
3.009802554755145021e+00   1.000000000000000082e-05
3.048917507781472747e+00   1.000000000000000082e-05
3.088540793006483653e+00   1.000000000000000082e-05
3.128679016640951271e+00   1.000000000000000082e-05
3.169338870748997117e+00   1.000000000000000082e-05
3.210527134363836410e+00   1.000000000000000082e-05
3.252250674617993553e+00   1.000000000000000082e-05
3.294516447888255151e+00   1.000000000000000082e-05
3.337331500955451169e+00   1.000000000000000082e-05
3.380702972179341792e+00   1.000000000000000082e-05
3.424638092688776503e+00   1.000000000000000082e-05
3.469144187587280825e+00   1.000000000000000082e-05
3.514228677174367377e+00   1.000000000000000082e-05
3.559899078182663157e+00   1.000000000000000082e-05
3.606163005031150171e+00   1.000000000000000082e-05
3.653028171094696130e+00   1.000000000000000082e-05
3.700502389990043106e+00   1.000000000000000082e-05
3.748593576878566758e+00   1.000000000000000082e-05
3.797309749785908295e+00   1.000000000000000082e-05
3.846659030938796242e+00   1.000000000000000082e-05
3.896649648119238307e+00   1.000000000000000082e-05
3.947289936036277425e+00   1.000000000000000082e-05
3.998588337715628604e+00   1.000000000000000082e-05
4.050553405907320936e+00   1.000000000000000082e-05
4.103193804511668930e+00   1.000000000000000082e-05
4.156518310023779250e+00   1.000000000000000082e-05
4.210535812996786476e+00   1.000000000000000082e-05
4.265255319524167810e+00   1.000000000000000082e-05
4.320685952741258440e+00   1.000000000000000082e-05
4.376836954346324582e+00   1.000000000000000082e-05
4.433717686141402048e+00   1.000000000000000082e-05
4.491337631593115276e+00   1.000000000000000082e-05
4.549706397413850745e+00   1.000000000000000082e-05
4.608833715163409117e+00   1.000000000000000082e-05
4.668729442871513591e+00   1.000000000000000082e-05
4.729403566681413373e+00   1.000000000000000082e-05
4.790866202514792782e+00   1.000000000000000082e-05
4.853127597758390976e+00   1.000000000000000082e-05
4.916198132972469992e+00   1.000000000000000082e-05
4.980088323621530755e+00   1.000000000000000082e-05
5.044808821827522216e+00   1.000000000000000082e-05
5.110370418145808280e+00   1.000000000000000082e-05
5.176784043364218491e+00   1.000000000000000082e-05
5.244060770325507548e+00   1.000000000000000082e-05
5.312211815773467904e+00   1.000000000000000082e-05
5.381248542223043607e+00   1.000000000000000082e-05
5.451182459854789109e+00   1.000000000000000082e-05
5.522025228433848021e+00   1.000000000000000082e-05
5.593788659253972284e+00   1.000000000000000082e-05
5.666484717106757607e+00   1.000000000000000082e-05
5.740125522276466441e+00   1.000000000000000082e-05
5.814723352560835501e+00   1.000000000000000082e-05
5.890290645318027707e+00   1.000000000000000082e-05
5.966839999540298756e+00   1.000000000000000082e-05
6.044384177954566617e+00   1.000000000000000082e-05
6.122936109150260542e+00   1.000000000000000082e-05
6.202508889734906106e+00   1.000000000000000082e-05
6.283115786517581292e+00   1.000000000000000082e-05
6.364770238720883988e+00   1.000000000000000082e-05
6.447485860221580545e+00   1.000000000000000082e-05
6.531276441820370593e+00   1.000000000000000082e-05
6.616155953541221102e+00   1.000000000000000082e-05
6.702138546960441090e+00   1.000000000000000082e-05
6.789238557566168453e+00   1.000000000000000082e-05
6.877470507148442103e+00   1.000000000000000082e-05
6.966849106220343479e+00   1.000000000000000082e-05
7.057389256470668393e+00   1.000000000000000082e-05
7.149106053248335257e+00   1.000000000000000082e-05
7.242014788079219834e+00   1.000000000000000082e-05
7.336130951215627860e+00   1.000000000000000082e-05
7.431470234218912729e+00   1.000000000000000082e-05
7.528048532575645879e+00   1.000000000000000082e-05
7.625881948347860373e+00   1.000000000000000082e-05
7.724986792857581719e+00   1.000000000000000082e-05
7.825379589406400882e+00   1.000000000000000082e-05
7.927077076030316860e+00   1.000000000000000082e-05
8.030096208290373738e+00   1.000000000000000082e-05
8.134454162099656216e+00   1.000000000000000082e-05
8.240168336586842557e+00   1.000000000000000082e-05
8.347256356997162285e+00   1.000000000000000082e-05
8.455736077630946923e+00   1.000000000000000082e-05
8.565625584820375948e+00   1.000000000000000082e-05
8.676943199945014840e+00   1.000000000000000082e-05
8.789707482486331713e+00   1.000000000000000082e-05
8.903937233122121597e+00   1.000000000000000082e-05
9.019651496861026629e+00   1.000000000000000082e-05
9.136869566217818317e+00   1.000000000000000082e-05
9.255610984430015620e+00   1.000000000000000082e-05
9.375895548716135508e+00   1.000000000000000082e-05
9.497743313576460622e+00   1.000000000000000082e-05
9.621174594136627789e+00   1.000000000000000082e-05
9.746209969534644912e+00   1.000000000000000082e-05
9.872870286352044999e+00   1.000000000000000082e-05
1.000117666208941714e+01   1.000000000000000082e-05
1.013115048868731627e+01   1.000000000000000082e-05
1.026281343609282537e+01   1.000000000000000082e-05
1.039618745587245918e+01   1.000000000000000082e-05
1.053129478487213788e+01   1.000000000000000082e-05
1.066815794892451486e+01   1.000000000000000082e-05
1.080679976660468000e+01   1.000000000000000082e-05
1.094724335303458496e+01   1.000000000000000082e-05
1.108951212373689721e+01   1.000000000000000082e-05
1.123362979853905053e+01   1.000000000000000082e-05
1.137962040552781673e+01   1.000000000000000082e-05
1.152750828505548419e+01   1.000000000000000082e-05
1.167731809379799479e+01   1.000000000000000082e-05
1.182907480886580842e+01   1.000000000000000082e-05
1.198280373196833359e+01   1.000000000000000082e-05
1.213853049363221182e+01   1.000000000000000082e-05
1.229628105747467259e+01   1.000000000000000082e-05
1.245608172453231965e+01   1.000000000000000082e-05
1.261795913764614419e+01   1.000000000000000082e-05
1.278194028590367104e+01   1.000000000000000082e-05
1.294805250913858075e+01   1.000000000000000082e-05
1.311632350248904721e+01   1.000000000000000082e-05
1.328678132101520326e+01   1.000000000000000082e-05
1.345945438437660968e+01   1.000000000000000082e-05
1.363437148157063561e+01   1.000000000000000082e-05
1.381156177573216226e+01   1.000000000000000082e-05
1.399105480899592635e+01   1.000000000000000082e-05
1.417288050742192063e+01   1.000000000000000082e-05
1.435706918598479653e+01   1.000000000000000082e-05
1.454365155362826378e+01   1.000000000000000082e-05
1.473265871838488117e+01   1.000000000000000082e-05
1.492412219256266326e+01   1.000000000000000082e-05
1.511807389799896839e+01   1.000000000000000082e-05
1.531454617138264318e+01   1.000000000000000082e-05
1.551357176964549467e+01   1.000000000000000082e-05
1.571518387542353068e+01   1.000000000000000082e-05
1.591941610258945694e+01   1.000000000000000082e-05
1.612630250185695147e+01   1.000000000000000082e-05
1.633587756645774292e+01   1.000000000000000082e-05
1.654817623789264402e+01   1.000000000000000082e-05
1.676323391175699129e+01   1.000000000000000082e-05
1.698108644364213049e+01   1.000000000000000082e-05
1.720177015511341523e+01   1.000000000000000082e-05
1.742532183976591043e+01   1.000000000000000082e-05
1.765177876935894830e+01   1.000000000000000082e-05
1.788117870003009102e+01   1.000000000000000082e-05
1.811355987859015926e+01   1.000000000000000082e-05
1.834896104889992330e+01   1.000000000000000082e-05
1.858742145832966131e+01   1.000000000000000082e-05
1.882898086430282802e+01   1.000000000000000082e-05
1.907367954092442375e+01   1.000000000000000082e-05
1.932155828569585410e+01   1.000000000000000082e-05
1.957265842631686681e+01   1.000000000000000082e-05
1.982702182757591203e+01   1.000000000000000082e-05
2.008469089833020860e+01   1.000000000000000082e-05
2.034570859857615233e+01   1.000000000000000082e-05
2.061011844661200243e+01   1.000000000000000082e-05
2.087796452629343946e+01   1.000000000000000082e-05
2.114929149438343714e+01   1.000000000000000082e-05
2.142414458799783716e+01   1.000000000000000082e-05
2.170256963214729851e+01   1.000000000000000082e-05
2.198461304737762845e+01   1.000000000000000082e-05
2.227032185750925564e+01   1.000000000000000082e-05
2.255974369747725206e+01   1.000000000000000082e-05
2.285292682127344577e+01   1.000000000000000082e-05
2.314992010999135275e+01   1.000000000000000082e-05
2.345077307997605232e+01   1.000000000000000082e-05
2.375553589107979491e+01   1.000000000000000082e-05
2.406425935502486979e+01   1.000000000000000082e-05
2.437699494387542032e+01   1.000000000000000082e-05
2.469379479861883553e+01   1.000000000000000082e-05
2.501471173785919078e+01   1.000000000000000082e-05
2.533979926662340532e+01   1.000000000000000082e-05
2.566911158528182924e+01   1.000000000000000082e-05
2.600270359858504676e+01   1.000000000000000082e-05
2.634063092481758162e+01   1.000000000000000082e-05
2.668294990507108011e+01   1.000000000000000082e-05
2.702971761263776429e+01   1.000000000000000082e-05
2.738099186252594208e+01   1.000000000000000082e-05
2.773683122109947519e+01   1.000000000000000082e-05
2.809729501584192590e+01   1.000000000000000082e-05
2.846244334524821440e+01   1.000000000000000082e-05
2.883233708884447921e+01   1.000000000000000082e-05
2.920703791733821220e+01   1.000000000000000082e-05
2.958660830290055799e+01   1.000000000000000082e-05
2.997111152958166613e+01   1.000000000000000082e-05
3.036061170386199493e+01   1.000000000000000082e-05
3.075517376534042313e+01   1.000000000000000082e-05
3.115486349756134388e+01   1.000000000000000082e-05
3.155974753898239271e+01   1.000000000000000082e-05
3.196989339408503028e+01   1.000000000000000082e-05
3.238536944462887845e+01   1.000000000000000082e-05
3.280624496105293275e+01   1.000000000000000082e-05
3.323259011402469554e+01   1.000000000000000082e-05
3.366447598613929415e+01   1.000000000000000082e-05
3.410197458377106017e+01   1.000000000000000082e-05
3.454515884907840473e+01   1.000000000000000082e-05
3.499410267216541826e+01   1.000000000000000082e-05
3.544888090340115383e+01   1.000000000000000082e-05
3.590956936589902426e+01   1.000000000000000082e-05
3.637624486815872871e+01   1.000000000000000082e-05
3.684898521687176753e+01   1.000000000000000082e-05
3.732786922989405554e+01   1.000000000000000082e-05
3.781297674938684850e+01   1.000000000000000082e-05
3.830438865512831370e+01   1.000000000000000082e-05
3.880218687799863631e+01   1.000000000000000082e-05
3.930645441363945736e+01   1.000000000000000082e-05
3.981727533629170068e+01   1.000000000000000082e-05
4.033473481281282602e+01   1.000000000000000082e-05
4.085891911687617295e+01   1.000000000000000082e-05
4.138991564335539408e+01   1.000000000000000082e-05
4.192781292289483019e+01   1.000000000000000082e-05
4.247270063667020423e+01   1.000000000000000082e-05
4.302466963134065736e+01   1.000000000000000082e-05
4.358381193419511845e+01   1.000000000000000082e-05
4.415022076849592736e+01   1.000000000000000082e-05
4.472399056902104775e+01   1.000000000000000082e-05
4.530521699780904044e+01   1.000000000000000082e-05
4.589399696010832486e+01   1.000000000000000082e-05
4.649042862053362768e+01   1.000000000000000082e-05
4.709461141943290130e+01   1.000000000000000082e-05
4.770664608946601959e+01   1.000000000000000082e-05
4.832663467239984811e+01   1.000000000000000082e-05
4.895468053612108150e+01   1.000000000000000082e-05
4.959088839187023723e+01   1.000000000000000082e-05
5.023536431170006722e+01   1.000000000000000082e-05
5.088821574615990073e+01   1.000000000000000082e-05
5.154955154221073599e+01   1.000000000000000082e-05
5.221948196137274323e+01   1.000000000000000082e-05
5.289811869810853295e+01   1.000000000000000082e-05
5.358557489844594102e+01   1.000000000000000082e-05
5.428196517884164507e+01   1.000000000000000082e-05
5.498740564529112618e+01   1.000000000000000082e-05
5.570201391268636826e+01   1.000000000000000082e-05
5.642590912442514650e+01   1.000000000000000082e-05
5.715921197227572748e+01   1.000000000000000082e-05
5.790204471649855833e+01   1.000000000000000082e-05
5.865453120623063654e+01   1.000000000000000082e-05
5.941679690013420156e+01   1.000000000000000082e-05
6.018896888731377004e+01   1.000000000000000082e-05
6.097117590850559310e+01   1.000000000000000082e-05
6.176354837754131211e+01   1.000000000000000082e-05
6.256621840309173166e+01   1.000000000000000082e-05
6.337931981069259280e+01   1.000000000000000082e-05
6.420298816505656703e+01   1.000000000000000082e-05
6.503736079267584103e+01   1.000000000000000082e-05
6.588257680471718913e+01   1.000000000000000082e-05
6.673877712021588593e+01   1.000000000000000082e-05
6.760610448957031338e+01   1.000000000000000082e-05
6.848470351834197345e+01   1.000000000000000082e-05
6.937472069136548214e+01   1.000000000000000082e-05
7.027630439717052013e+01   1.000000000000000082e-05
7.118960495272243350e+01   1.000000000000000082e-05
7.211477462848387177e+01   1.000000000000000082e-05
7.305196767380195411e+01   1.000000000000000082e-05
7.400134034262615046e+01   1.000000000000000082e-05
7.496305091955893829e+01   1.000000000000000082e-05
7.593725974624641140e+01   1.000000000000000082e-05
7.692412924811124242e+01   1.000000000000000082e-05
7.792382396143291601e+01   1.000000000000000082e-05
7.893651056078078909e+01   1.000000000000000082e-05
7.996235788680201040e+01   1.000000000000000082e-05
8.100153697437220046e+01   1.000000000000000082e-05
8.205422108111119428e+01   1.000000000000000082e-05
8.312058571626927517e+01   1.000000000000000082e-05
8.420080866998972624e+01   1.000000000000000082e-05
8.529507004295000172e+01   1.000000000000000082e-05
8.640355227638973190e+01   1.000000000000000082e-05
8.752644018252816238e+01   1.000000000000000082e-05
8.866392097537688244e+01   1.000000000000000082e-05
8.981618430195389635e+01   1.000000000000000082e-05
9.098342227390152459e+01   1.000000000000000082e-05
9.216582949951701664e+01   1.000000000000000082e-05
9.336360311619856134e+01   1.000000000000000082e-05
9.457694282331287638e+01   1.000000000000000082e-05
9.580605091549097097e+01   1.000000000000000082e-05
9.705113231635466775e+01   1.000000000000000082e-05
9.831239461268334878e+01   1.000000000000000082e-05
9.959004808902378159e+01   1.000000000000000082e-05
1.008843057627496478e+02   1.000000000000000082e-05
1.021953834195778512e+02   1.000000000000000082e-05
1.035234996495442488e+02   1.000000000000000082e-05
1.048688758834489789e+02   1.000000000000000082e-05
1.062317364297743865e+02   1.000000000000000082e-05
1.076123085120828051e+02   1.000000000000000082e-05
1.090108223069013320e+02   1.000000000000000082e-05
1.104275109820968481e+02   1.000000000000000082e-05
1.118626107357518578e+02   1.000000000000000082e-05
1.133163608355445717e+02   1.000000000000000082e-05
1.147890036586406382e+02   1.000000000000000082e-05
1.162807847321045358e+02   1.000000000000000082e-05
1.177919527738338275e+02   1.000000000000000082e-05
1.193227597340276418e+02   1.000000000000000082e-05
1.208734608371929653e+02   1.000000000000000082e-05
1.224443146246968865e+02   1.000000000000000082e-05
1.240355829978729076e+02   1.000000000000000082e-05
1.256475312616852023e+02   1.000000000000000082e-05
1.272804281689625867e+02   1.000000000000000082e-05
1.289345459652062686e+02   1.000000000000000082e-05
1.306101604339798996e+02   1.000000000000000082e-05
1.323075509428906287e+02   1.000000000000000082e-05
1.340270004901653351e+02   1.000000000000000082e-05
1.357687957518346877e+02   1.000000000000000082e-05
1.375332271295290241e+02   1.000000000000000082e-05
1.393205887988956704e+02   1.000000000000000082e-05
1.411311787586453761e+02   1.000000000000000082e-05
1.429652988802372704e+02   1.000000000000000082e-05
1.448232549582068884e+02   1.000000000000000082e-05
1.467053567611510516e+02   1.000000000000000082e-05
1.486119180833738369e+02   1.000000000000000082e-05
1.505432567972038669e+02   1.000000000000000082e-05
1.524996949059928966e+02   1.000000000000000082e-05
1.544815585978000456e+02   1.000000000000000082e-05
1.564891782997771088e+02   1.000000000000000082e-05
1.585228887332586396e+02   1.000000000000000082e-05
1.605830289695682893e+02   1.000000000000000082e-05
1.626699424865519745e+02   1.000000000000000082e-05
1.647839772258423920e+02   1.000000000000000082e-05
1.669254856508709963e+02   1.000000000000000082e-05
1.690948248056324132e+02   1.000000000000000082e-05
1.712923563742123179e+02   1.000000000000000082e-05
1.735184467410908553e+02   1.000000000000000082e-05
1.757734670522260956e+02   1.000000000000000082e-05
1.780577932769350298e+02   1.000000000000000082e-05
1.803718062705767409e+02   1.000000000000000082e-05
1.827158918380503962e+02   1.000000000000000082e-05
1.850904407981202837e+02   1.000000000000000082e-05
1.874958490485728646e+02   1.000000000000000082e-05
1.899325176322247160e+02   1.000000000000000082e-05
1.924008528037860231e+02   1.000000000000000082e-05
1.949012660975932931e+02   1.000000000000000082e-05
1.974341743962241935e+02   1.000000000000000082e-05
2.000000000000000000e+02   1.000000000000000082e-05
